f,d,k,latency,latitude,longitude,pr_interval
2,2,1,1000,35.2271,-80.8431,1
2,1,2,100,37.7749295,-122.4194155,3
2,1,2,500,25.7617,-80.1918,3
2,2,1,200,30.4383,-84.2807,1
3,1,3,1000,36.7783,-119.4179,1
1,1,3,1000,41.8781,-87.6298,3
2,3,2,1000,35.2271,-80.8431,6
2,1,2,1000,47.6062,-122.3321,1
2,2,2,500,30.2672,-97.7431,6
1,1,1,100,29.7604,-95.3698,6
1,1,3,100,38.9072,-77.0369,6
2,1,2,500,36.7783,-119.4179,3
1,1,3,200,32.7157,-117.1611,1
3,1,2,100,30.2672,-97.7431,1
1,1,1,500,37.7749295,-122.4194155,1
2,3,2,1000,47.6062,-122.3321,6
1,3,2,100,38.9072,-77.0369,6
2,2,2,100,35.2271,-80.8431,3
1,3,3,500,35.2271,-80.8431,1
2,3,1,500,42.3601,-71.0589,1
2,1,2,100,30.4383,-84.2807,6
1,1,1,500,34.7465,-92.2896,1
2,1,2,100,34.7465,-92.2896,6
1,2,1,100,34.7465,-92.2896,1
2,2,2,500,34.0522,-118.2437,1
3,1,2,500,36.7783,-119.4179,12
3,2,1,1000,25.7617,-80.1918,1
1,2,2,200,40.712776,-74.005974,3
3,3,2,200,34.7465,-92.2896,24
2,1,3,1000,47.6062,-122.3321,24
3,2,2,1000,34.7465,-92.2896,24
3,3,1,200,42.3601,-71.0589,3
2,1,1,500,36.7783,-119.4179,1
2,1,1,200,36.7783,-119.4179,6
1,1,3,500,33.7490,-84.3880,1
1,2,1,200,39.9526,-75.1652,1
1,1,1,1000,30.4383,-84.2807,3
2,2,3,100,39.9526,-75.1652,48
1,1,1,500,47.6062,-122.3321,1
3,2,1,100,35.2271,-80.8431,6
1,1,1,500,34.0522,-118.2437,3
2,1,3,100,25.7617,-80.1918,6
3,1,1,100,39.9612,-82.9988,1
3,2,2,1000,34.0522,-118.2437,1
1,2,1,500,38.9072,-77.0369,12
2,3,2,200,36.7783,-119.4179,12
1,1,1,200,47.6062,-122.3321,1
2,2,1,100,35.2271,-80.8431,24
2,1,3,500,30.4383,-84.2807,1
2,2,3,500,29.7604,-95.3698,1
