f,d,k,latency,latitude,longitude,pr_interval
2,2,2,200,34.7465,-92.2896,6
2,2,1,200,30.4383,-84.2807,3
1,2,1,200,38.9072,-77.0369,1
2,2,1,500,40.712776,-74.005974,24
2,1,1,1000,30.4383,-84.2807,24
2,3,2,1000,36.7783,-119.4179,3
3,2,2,100,34.7465,-92.2896,1
1,1,1,500,32.7157,-117.1611,1
2,1,1,1000,34.7465,-92.2896,12
3,2,2,100,34.7465,-92.2896,3
1,1,2,500,30.4383,-84.2807,24
1,3,2,200,36.7783,-119.4179,3
1,3,3,200,30.2672,-97.7431,12
1,2,1,100,39.7684,-86.1581,3
1,1,1,500,33.7490,-84.3880,12
