f,d,k,latency,latitude,longitude,pr_interval
1,1,3,200,34.7465,-92.2896,3
1,3,1,100,30.2672,-97.7431,12
2,1,1,100,47.6062,-122.3321,3
1,1,2,500,47.6062,-122.3321,1
1,3,1,200,34.7465,-92.2896,6
3,1,3,500,33.4484,-112.0740,3
1,3,1,200,39.9612,-82.9988,3
1,1,1,200,35.2271,-80.8431,1
2,2,1,1000,33.4484,-112.0740,6
1,2,3,500,37.7749295,-122.4194155,24
3,1,1,200,39.7684,-86.1581,1
2,2,1,200,25.7617,-80.1918,3
3,3,2,500,29.7604,-95.3698,3
2,2,1,1000,25.7617,-80.1918,1
3,1,2,100,41.8781,-87.6298,6
2,3,1,1000,33.7490,-84.3880,24
3,1,1,500,41.8781,-87.6298,1
1,3,2,1000,32.7157,-117.1611,3
3,3,2,200,39.9612,-82.9988,12
1,3,3,500,30.4383,-84.2807,1
1,3,1,100,40.712776,-74.005974,24
2,1,2,1000,42.3601,-71.0589,1
1,3,1,200,37.7749295,-122.4194155,1
1,2,1,200,33.7490,-84.3880,1
3,1,3,100,33.7490,-84.3880,1
1,2,3,200,41.8781,-87.6298,12
3,1,1,1000,34.0522,-118.2437,1
3,2,1,1000,38.9072,-77.0369,12
1,1,1,100,25.7617,-80.1918,1
2,1,1,500,33.4484,-112.0740,1
2,1,2,200,33.7490,-84.3880,48
2,1,3,100,29.7604,-95.3698,3
2,2,1,100,39.7684,-86.1581,6
3,1,1,100,34.0522,-118.2437,1
2,3,1,1000,40.712776,-74.005974,12
2,1,3,100,37.7749295,-122.4194155,6
3,2,1,500,25.7617,-80.1918,1
2,1,2,1000,35.2271,-80.8431,6
2,2,3,100,30.4383,-84.2807,12
1,1,2,1000,41.8781,-87.6298,6
2,2,1,500,25.7617,-80.1918,3
1,3,3,500,30.4383,-84.2807,1
1,1,2,500,39.9526,-75.1652,12
1,2,1,200,30.2672,-97.7431,3
3,2,1,500,35.2271,-80.8431,6
1,3,2,200,29.7604,-95.3698,6
1,1,1,200,35.2271,-80.8431,6
2,1,2,500,35.2271,-80.8431,6
2,2,1,500,37.7749295,-122.4194155,1
1,3,1,100,39.9526,-75.1652,3
