f,d,k,latency,latitude,longitude,pr_interval
2,2,2,50,34.7465,-92.2896,3
1,2,1,100,55.7558,37.6176,12
1,1,2,200,-6.2087634,106.845599,3
2,2,2,200,35.689487,139.691711,48
2,1,2,50,25.7617,-80.1918,6
2,2,1,50,43.65107,-79.347015,1
3,1,1,50,55.6760968,12.5683372,6
2,2,3,50,37.7749295,-122.4194155,3
3,2,3,50,28.6139,77.2090,3
1,2,1,500,-6.2087634,106.845599,3
1,3,3,100,34.0522,-118.2437,24
3,1,3,50,39.7684,-86.1581,48
2,3,1,50,48.8588443,2.2943506,1
1,2,1,50,-34.6036844,-58.3815591,3
1,1,2,1000,42.3601,-71.0589,1
2,1,1,500,36.7783,-119.4179,1
1,1,2,1000,-1.2921,36.8219,1
2,3,2,500,41.9027835,12.4963655,1
3,1,1,100,52.5200066,13.404954,1
2,3,3,100,36.7783,-119.4179,3
2,1,1,50,48.8566,2.3522,6
2,1,3,500,32.7157,-117.1611,1
3,1,2,500,41.9027835,12.4963655,3
1,1,2,1000,32.7157,-117.1611,1
1,2,1,1000,42.3601,-71.0589,1
1,1,1,500,43.65107,-79.347015,3
1,1,1,1000,37.566535,126.9779692,3
1,3,2,1000,-33.8688197,151.2092955,3
1,3,1,1000,29.7604,-95.3698,3
2,3,1,200,47.6062,-122.3321,1
1,3,2,500,51.5074,-0.1278,3
3,1,2,1000,-25.7461,28.1881,6
2,1,1,200,48.8566,2.3522,6
2,1,2,500,-33.8688197,151.2092955,6
1,1,3,100,19.4326077,-99.133208,1
3,1,2,500,41.8781,-87.6298,48
1,3,1,100,32.7157,-117.1611,1
2,1,1,200,37.7749295,-122.4194155,6
1,3,1,200,51.5074,-0.1278,3
3,1,1,50,28.6139,77.2090,3
2,2,1,1000,34.7465,-92.2896,6
1,1,1,500,-1.2921,36.8219,3
1,1,1,100,38.9072,-77.0369,6
2,1,1,50,-12.0464,-77.0428,6
3,1,1,100,48.8588443,2.2943506,1
1,2,2,50,29.7604,-95.3698,3
1,3,3,1000,39.7684,-86.1581,48
1,1,2,500,35.2271,-80.8431,24
1,1,2,1000,-6.2087634,106.845599,48
1,2,2,500,-33.8688197,151.2092955,6
2,1,1,1000,34.0522,-118.2437,12
1,1,2,50,51.5074,-0.1278,1
2,1,1,200,59.3293235,18.0685808,1
2,3,1,100,55.6760968,12.5683372,1
1,2,2,1000,55.7558,37.6176,1
2,1,2,50,30.4383,-84.2807,6
3,1,2,200,-37.8136,144.9631,3
1,1,1,200,45.4642035,9.189982,3
1,1,1,1000,29.7604,-95.3698,1
3,1,1,50,33.7490,-84.3880,3
2,3,1,50,30.2672,-97.7431,3
2,3,2,50,34.7465,-92.2896,48
2,1,1,50,19.4326077,-99.133208,6
1,2,2,200,38.9072,-77.0369,1
2,1,1,50,51.509865,-0.118092,1
1,2,2,500,-1.2921,36.8219,24
3,3,1,500,35.689487,139.691711,3
2,2,3,500,28.6139,77.2090,1
2,2,1,500,37.7749295,-122.4194155,1
2,1,1,200,38.9072,-77.0369,1
1,1,1,1000,48.8588443,2.2943506,1
1,2,3,1000,33.7490,-84.3880,12
1,1,3,50,-33.8688197,151.2092955,1
1,1,2,200,40.712776,-74.005974,1
1,1,2,100,55.6760968,12.5683372,6
1,2,2,50,-25.7461,28.1881,3
1,1,1,100,39.7684,-86.1581,3
3,3,1,100,42.3601,-71.0589,48
3,1,1,1000,55.6760968,12.5683372,12
3,1,2,200,41.8781,-87.6298,48
3,2,2,50,33.4484,-112.0740,1
2,3,2,200,-22.906847,-43.172896,3
1,1,2,200,34.7465,-92.2896,1
1,1,1,100,40.712776,-74.005974,6
1,3,2,500,37.7749295,-122.4194155,6
1,2,1,200,48.8566,2.3522,1
2,1,1,200,55.7558,37.6176,1
2,2,1,500,32.7157,-117.1611,24
2,1,1,500,31.230416,121.473701,1
3,2,2,200,40.712776,-74.005974,1
2,1,1,1000,29.7604,-95.3698,48
1,2,1,50,29.7604,-95.3698,12
3,2,2,500,35.689487,139.691711,24
1,2,2,200,30.4383,-84.2807,6
2,2,2,1000,39.9612,-82.9988,6
1,1,2,100,-6.2087634,106.845599,3
1,1,3,50,-34.6036844,-58.3815591,1
2,1,1,500,40.712776,-74.005974,6
2,1,1,200,-37.8136,144.9631,1
2,1,1,1000,-25.7461,28.1881,1
