f,d,k,latency,latitude,longitude,pr_interval
2,3,1,50,34.0522,-118.2437,1
1,2,3,500,40.712776,-74.005974,1
2,1,3,50,37.7749295,-122.4194155,6
3,2,1,200,25.7617,-80.1918,1
2,1,2,500,35.2271,-80.8431,6
2,2,3,50,30.4383,-84.2807,12
1,1,2,500,41.8781,-87.6298,6
2,2,1,200,25.7617,-80.1918,3
1,3,3,200,30.4383,-84.2807,1
1,1,2,200,39.9526,-75.1652,12
1,2,1,100,30.2672,-97.7431,3
3,2,1,200,35.2271,-80.8431,6
1,3,2,100,29.7604,-95.3698,6
1,1,1,1000,32.7157,-117.1611,6
2,2,1,1000,30.2672,-97.7431,12
2,2,2,50,38.9072,-77.0369,1
1,1,3,500,41.8781,-87.6298,1
1,3,3,500,30.4383,-84.2807,3
1,3,2,50,37.7749295,-122.4194155,1
3,1,2,50,35.2271,-80.8431,6
2,1,1,100,40.712776,-74.005974,6
1,3,1,200,41.8781,-87.6298,48
2,2,1,1000,34.0522,-118.2437,24
1,1,2,1000,32.7157,-117.1611,6
1,1,2,500,38.9072,-77.0369,3
1,3,2,100,38.9072,-77.0369,3
1,1,2,200,34.0522,-118.2437,1
1,1,1,500,33.4484,-112.0740,12
3,1,2,500,32.7157,-117.1611,1
2,1,1,1000,25.7617,-80.1918,1
1,1,2,50,40.712776,-74.005974,1
1,1,3,1000,30.2672,-97.7431,6
2,3,2,100,39.9526,-75.1652,6
1,3,1,500,36.7783,-119.4179,3
1,1,2,50,33.7490,-84.3880,6
1,3,2,50,30.2672,-97.7431,6
1,2,1,100,39.9526,-75.1652,3
1,2,1,200,30.4383,-84.2807,6
2,1,2,100,47.6062,-122.3321,12
1,1,1,100,35.2271,-80.8431,12
2,1,1,50,37.7749295,-122.4194155,6
3,1,1,500,47.6062,-122.3321,1
1,2,2,50,37.7749295,-122.4194155,1
2,1,1,50,35.2271,-80.8431,12
2,1,1,100,39.7684,-86.1581,48
2,2,1,100,38.9072,-77.0369,3
1,1,1,50,32.7157,-117.1611,1
3,2,1,100,34.0522,-118.2437,3
2,2,2,500,29.7604,-95.3698,1
1,2,2,500,42.3601,-71.0589,1
