f,d,k,latency,latitude,longitude,pr_interval
1,1,1,1000,39.7684,-86.1581,3
1,2,3,1000,36.7783,-119.4179,24
3,1,1,100,33.4484,-112.0740,1
1,2,2,1000,33.4484,-112.0740,3
2,2,1,100,29.7604,-95.3698,6
2,2,1,1000,39.7684,-86.1581,48
1,1,1,500,40.712776,-74.005974,6
3,3,2,200,38.9072,-77.0369,12
2,2,3,100,36.7783,-119.4179,6
3,3,1,500,25.7617,-80.1918,3
1,2,2,100,33.4484,-112.0740,1
2,2,2,200,34.0522,-118.2437,24
2,1,1,500,37.7749295,-122.4194155,3
2,1,2,1000,25.7617,-80.1918,6
1,1,2,1000,34.0522,-118.2437,3
2,2,1,1000,40.712776,-74.005974,1
1,2,2,100,34.0522,-118.2437,1
2,2,3,200,39.7684,-86.1581,1
1,1,1,200,39.7684,-86.1581,24
1,2,2,1000,42.3601,-71.0589,6
