f,d,k,latency,latitude,longitude,pr_interval
1,2,1,500,35.689487,139.691711,3
1,3,1,50,-33.9248685,18.4240553,1
2,2,3,200,25.7617,-80.1918,48
3,1,2,1000,-6.2087634,106.845599,1
3,2,1,1000,35.689487,139.691711,6
2,3,1,200,59.3293235,18.0685808,1
1,2,3,200,41.8781,-87.6298,24
2,1,1,100,-6.2087634,106.845599,1
2,1,1,100,42.3601,-71.0589,1
2,1,2,1000,33.4484,-112.0740,1
1,2,1,200,37.7749295,-122.4194155,3
1,1,3,1000,40.712776,-74.005974,1
1,1,1,100,33.4484,-112.0740,1
2,2,1,200,59.3293235,18.0685808,6
1,1,2,500,34.7465,-92.2896,24
3,2,1,500,19.4326077,-99.133208,1
1,1,1,100,-6.2087634,106.845599,1
1,2,1,50,48.8566,2.3522,6
2,1,1,50,45.4642035,9.189982,1
3,2,1,200,37.7749295,-122.4194155,1
