f,d,k,latency,latitude,longitude,pr_interval
1,2,1,100,45.4642035,9.189982,1
1,1,2,500,45.4642035,9.189982,1
3,1,2,200,-33.8688197,151.2092955,1
1,2,2,1000,41.8781,-87.6298,3
1,2,2,50,28.6139,77.2090,48
2,2,2,500,37.7749295,-122.4194155,12
2,1,1,1000,48.8566,2.3522,6
1,1,2,50,55.6760968,12.5683372,12
2,1,2,500,-37.8136,144.9631,1
2,2,2,50,31.230416,121.473701,3
1,2,1,1000,-1.2921,36.8219,6
3,2,1,200,28.6139,77.2090,3
1,1,3,200,39.9526,-75.1652,3
1,1,1,200,39.7684,-86.1581,1
3,3,1,100,-6.2087634,106.845599,24
1,3,2,200,43.65107,-79.347015,12
3,2,2,50,45.4642035,9.189982,6
2,1,2,500,39.9612,-82.9988,6
1,1,2,100,-33.8688197,151.2092955,12
1,3,2,100,39.9612,-82.9988,3
