f,d,k,latency,latitude,longitude,pr_interval
3,2,1,1000,39.7684,-86.1581,24
3,2,1,50,47.6062,-122.3321,1
1,1,3,500,38.9072,-77.0369,6
1,1,3,100,41.8781,-87.6298,6
1,2,1,100,38.9072,-77.0369,48
2,2,1,200,34.7465,-92.2896,6
1,2,2,200,36.7783,-119.4179,3
1,1,1,100,36.7783,-119.4179,1
1,1,1,200,35.2271,-80.8431,6
2,2,1,200,35.2271,-80.8431,12
2,1,1,1000,34.0522,-118.2437,6
1,1,2,200,34.0522,-118.2437,1
3,1,1,1000,40.712776,-74.005974,24
2,2,2,1000,39.9526,-75.1652,12
1,2,1,1000,35.2271,-80.8431,3
3,1,1,100,34.7465,-92.2896,3
3,1,1,1000,39.9612,-82.9988,3
1,2,1,50,32.7157,-117.1611,3
2,3,1,1000,29.7604,-95.3698,12
2,1,1,1000,29.7604,-95.3698,6
3,3,2,50,32.7157,-117.1611,3
2,1,1,200,32.7157,-117.1611,1
1,3,1,200,25.7617,-80.1918,3
2,2,1,200,41.8781,-87.6298,1
3,2,3,200,47.6062,-122.3321,24
2,2,2,500,25.7617,-80.1918,1
1,2,3,50,39.9612,-82.9988,48
1,2,1,500,42.3601,-71.0589,3
1,2,2,1000,40.712776,-74.005974,48
2,1,2,100,34.0522,-118.2437,1
