f,d,k,latency,latitude,longitude,pr_interval
1,1,2,500,34.7465,-92.2896,1
2,2,2,500,35.2271,-80.8431,24
3,1,1,100,47.6062,-122.3321,3
1,2,1,500,39.7684,-86.1581,1
3,1,1,100,47.6062,-122.3321,1
1,2,3,500,37.7749295,-122.4194155,48
1,1,2,100,39.9612,-82.9988,6
1,3,1,100,33.7490,-84.3880,12
1,2,1,500,30.2672,-97.7431,24
1,3,3,500,41.8781,-87.6298,6
2,2,1,200,40.712776,-74.005974,24
1,2,1,1000,36.7783,-119.4179,3
1,1,1,200,39.9612,-82.9988,1
1,1,2,100,36.7783,-119.4179,6
2,1,1,200,40.712776,-74.005974,24
2,1,1,500,29.7604,-95.3698,6
2,2,2,500,33.4484,-112.0740,12
3,1,1,100,32.7157,-117.1611,6
1,3,1,200,30.2672,-97.7431,6
1,1,1,1000,41.8781,-87.6298,1
1,1,2,1000,37.7749295,-122.4194155,12
1,1,1,100,35.2271,-80.8431,12
1,1,1,500,40.712776,-74.005974,1
1,1,2,200,33.4484,-112.0740,1
3,1,1,200,47.6062,-122.3321,1
2,1,1,200,39.9612,-82.9988,1
2,1,1,100,39.9612,-82.9988,24
1,3,1,200,30.4383,-84.2807,1
1,3,1,200,39.9612,-82.9988,48
3,2,1,200,39.7684,-86.1581,6
3,1,1,500,25.7617,-80.1918,24
2,1,2,1000,41.8781,-87.6298,1
1,1,2,200,35.2271,-80.8431,1
1,3,1,100,34.0522,-118.2437,3
1,2,1,500,39.7684,-86.1581,3
2,3,1,1000,32.7157,-117.1611,6
2,2,1,1000,39.9526,-75.1652,24
1,2,3,200,40.712776,-74.005974,3
3,2,3,1000,39.7684,-86.1581,1
2,3,3,100,29.7604,-95.3698,1
2,2,3,100,33.4484,-112.0740,6
1,1,1,200,33.7490,-84.3880,3
2,1,1,1000,35.2271,-80.8431,24
1,3,2,500,25.7617,-80.1918,6
1,2,3,1000,35.2271,-80.8431,6
2,1,1,1000,41.8781,-87.6298,12
1,1,2,200,29.7604,-95.3698,3
1,1,3,100,35.2271,-80.8431,1
3,1,1,500,29.7604,-95.3698,3
1,2,2,100,39.9612,-82.9988,1
