f,d,k,latency,latitude,longitude,pr_interval
1,1,2,1000,37.566535,126.9779692,6
2,1,1,50,37.566535,126.9779692,1
1,3,1,500,-34.6036844,-58.3815591,6
3,2,3,500,-34.6036844,-58.3815591,1
2,1,1,500,30.4383,-84.2807,3
3,1,1,200,35.2271,-80.8431,1
2,2,1,500,41.8781,-87.6298,12
1,1,1,50,33.7490,-84.3880,3
1,3,1,200,34.7465,-92.2896,1
2,2,3,200,41.9027835,12.4963655,3
1,1,1,1000,-34.6036844,-58.3815591,3
2,2,3,200,59.3293235,18.0685808,6
2,3,3,500,25.7617,-80.1918,6
1,3,1,100,30.4383,-84.2807,1
2,1,2,50,39.9612,-82.9988,6
