f,d,k,latency,latitude,longitude,pr_interval
1,1,3,100,19.4326077,-99.133208,6
1,2,1,100,41.8781,-87.6298,48
2,2,1,200,28.6139,77.2090,6
2,1,2,200,41.8781,-87.6298,6
2,1,1,100,-33.9248685,18.4240553,3
3,3,3,200,39.9526,-75.1652,3
1,3,3,500,25.7617,-80.1918,3
2,1,1,1000,19.4326077,-99.133208,3
1,3,2,200,-6.2087634,106.845599,1
2,1,1,50,-33.8688197,151.2092955,6
1,2,3,1000,48.8566,2.3522,1
2,2,1,50,34.7465,-92.2896,48
1,2,2,100,39.9526,-75.1652,3
2,1,2,200,-6.2087634,106.845599,6
2,2,2,500,39.9526,-75.1652,1
2,1,3,1000,-1.2921,36.8219,1
1,2,1,100,31.230416,121.473701,3
2,2,3,100,36.7783,-119.4179,24
1,1,1,500,-33.9248685,18.4240553,12
1,1,1,50,-25.7461,28.1881,1
1,2,1,500,25.7617,-80.1918,3
1,1,3,50,45.4215,-75.6910,3
2,3,1,200,48.8566,2.3522,24
2,2,1,500,39.9526,-75.1652,3
2,3,1,200,32.7157,-117.1611,3
1,2,2,200,39.7684,-86.1581,3
2,2,1,100,42.3601,-71.0589,3
1,1,1,200,37.566535,126.9779692,3
1,1,1,1000,45.4215,-75.6910,3
1,3,1,200,37.7749295,-122.4194155,3
