f,d,k,latency,latitude,longitude,pr_interval
2,2,3,50,52.5200066,13.404954,6
2,3,1,50,41.9027835,12.4963655,12
2,2,2,50,59.3293235,18.0685808,1
1,1,1,50,32.7157,-117.1611,6
2,2,3,200,45.4215,-75.6910,3
2,1,1,500,42.3601,-71.0589,6
1,1,3,1000,55.6760968,12.5683372,48
1,1,2,1000,28.6139,77.2090,3
1,2,1,50,39.9526,-75.1652,6
1,3,1,50,43.65107,-79.347015,1
2,1,3,500,48.8566,2.3522,3
1,2,1,50,-22.906847,-43.172896,6
2,1,3,1000,48.8566,2.3522,24
1,1,1,1000,45.4642035,9.189982,1
2,2,2,200,31.230416,121.473701,1
2,2,1,50,35.2271,-80.8431,3
1,1,1,1000,59.3293235,18.0685808,12
2,2,1,500,32.7157,-117.1611,6
2,2,1,200,25.7617,-80.1918,12
3,2,2,50,36.7783,-119.4179,24
1,1,1,100,-1.2921,36.8219,3
3,1,1,200,39.9612,-82.9988,3
2,1,3,200,-34.6036844,-58.3815591,24
1,1,2,200,-33.8688197,151.2092955,6
2,1,2,200,37.566535,126.9779692,3
2,1,1,100,39.7684,-86.1581,6
3,1,1,100,59.3293235,18.0685808,6
1,1,1,100,55.7558,37.6176,24
1,1,1,50,-1.2921,36.8219,1
3,2,2,1000,40.712776,-74.005974,1
