f,d,k,latency,latitude,longitude,pr_interval
3,1,2,1000,48.8566,2.3522,6
1,1,2,1000,25.7617,-80.1918,1
1,1,1,100,39.7684,-86.1581,24
3,2,1,200,41.9027835,12.4963655,6
3,3,3,1000,41.8781,-87.6298,1
1,2,3,200,45.4215,-75.6910,1
2,2,3,100,39.7684,-86.1581,24
1,3,2,200,41.9027835,12.4963655,1
3,1,3,100,28.6139,77.2090,48
3,1,1,500,47.6062,-122.3321,24
1,3,1,1000,47.6062,-122.3321,1
1,2,3,200,47.6062,-122.3321,3
2,1,2,200,55.6760968,12.5683372,6
3,1,3,1000,47.6062,-122.3321,24
1,1,1,1000,35.689487,139.691711,12
3,1,2,100,33.7490,-84.3880,6
1,2,3,200,41.9027835,12.4963655,3
1,1,3,50,39.9526,-75.1652,1
3,2,1,100,32.7157,-117.1611,6
2,3,1,50,19.4326077,-99.133208,48
1,2,1,50,35.2271,-80.8431,1
3,1,2,100,-12.0464,-77.0428,3
3,2,1,50,-34.6036844,-58.3815591,1
2,2,1,1000,31.230416,121.473701,6
3,3,2,50,25.7617,-80.1918,12
3,2,1,500,39.9526,-75.1652,6
1,1,1,50,39.7684,-86.1581,1
3,3,2,50,48.8566,2.3522,1
2,2,2,50,48.8566,2.3522,1
1,2,2,500,34.0522,-118.2437,6
2,1,1,50,45.4215,-75.6910,3
2,1,2,50,47.6062,-122.3321,24
2,2,2,50,39.9612,-82.9988,3
2,2,3,50,37.566535,126.9779692,24
3,1,1,1000,28.6139,77.2090,24
1,1,2,200,37.7749295,-122.4194155,3
1,1,2,100,-22.906847,-43.172896,1
2,1,1,50,35.2271,-80.8431,1
1,1,2,500,-25.7461,28.1881,1
1,1,1,1000,55.6760968,12.5683372,1
3,2,2,1000,39.7684,-86.1581,1
3,1,2,200,51.5074,-0.1278,48
2,2,1,50,-25.7461,28.1881,6
1,1,1,100,34.0522,-118.2437,1
1,1,2,100,48.8566,2.3522,3
1,1,1,1000,38.9072,-77.0369,6
1,2,1,500,-37.8136,144.9631,1
1,2,2,200,-1.2921,36.8219,1
2,3,1,100,-33.8688197,151.2092955,3
3,3,1,100,45.4215,-75.6910,6
1,2,3,1000,51.5074,-0.1278,6
1,2,1,500,32.7157,-117.1611,3
1,2,1,200,37.7749295,-122.4194155,1
2,1,3,500,-33.8688197,151.2092955,3
1,3,1,200,43.65107,-79.347015,3
1,1,1,50,32.7157,-117.1611,1
1,2,1,50,31.230416,121.473701,12
2,3,1,500,19.4326077,-99.133208,6
2,1,3,200,34.7465,-92.2896,6
1,2,1,50,52.5200066,13.404954,48
1,2,1,1000,34.7465,-92.2896,3
2,2,2,100,59.3293235,18.0685808,6
1,3,2,100,-25.7461,28.1881,6
1,1,2,200,35.689487,139.691711,6
3,3,1,100,-1.2921,36.8219,6
2,2,3,100,42.3601,-71.0589,3
1,2,2,200,38.9072,-77.0369,1
2,3,1,50,34.0522,-118.2437,1
2,1,1,50,-33.8688197,151.2092955,6
3,1,1,1000,35.689487,139.691711,1
1,3,1,500,48.8588443,2.2943506,3
2,3,2,100,36.7783,-119.4179,48
2,2,3,1000,28.6139,77.2090,6
1,2,1,100,48.8588443,2.2943506,6
3,2,3,200,-34.6036844,-58.3815591,3
3,3,2,1000,40.712776,-74.005974,6
2,2,1,1000,-33.9248685,18.4240553,6
1,1,1,100,35.2271,-80.8431,24
1,1,2,500,52.5200066,13.404954,3
1,1,1,100,30.4383,-84.2807,48
1,1,1,200,59.3293235,18.0685808,3
1,1,3,1000,47.6062,-122.3321,6
1,1,3,50,25.7617,-80.1918,3
2,2,1,50,55.7558,37.6176,3
2,1,1,50,48.8588443,2.2943506,3
1,3,1,200,48.8588443,2.2943506,3
1,2,2,50,39.9612,-82.9988,1
2,1,2,500,48.8588443,2.2943506,1
1,3,1,500,47.6062,-122.3321,1
1,1,1,100,30.4383,-84.2807,3
1,1,2,500,52.5200066,13.404954,6
1,1,3,50,33.4484,-112.0740,3
3,1,1,200,40.712776,-74.005974,1
1,2,2,200,40.712776,-74.005974,6
1,3,1,200,37.7749295,-122.4194155,3
2,2,2,100,41.8781,-87.6298,3
2,2,3,500,-6.2087634,106.845599,48
1,1,1,100,33.4484,-112.0740,1
2,1,3,50,-1.2921,36.8219,1
1,2,2,50,38.9072,-77.0369,6
