f,d,k,latency,latitude,longitude,pr_interval
3,1,2,50,29.7604,-95.3698,48
2,2,2,50,38.9072,-77.0369,6
3,1,2,500,52.5200066,13.404954,48
1,1,1,100,30.2672,-97.7431,1
3,2,3,1000,59.3293235,18.0685808,48
3,1,1,50,35.689487,139.691711,1
2,2,2,500,41.9027835,12.4963655,24
1,1,1,50,55.6760968,12.5683372,3
3,3,2,100,19.4326077,-99.133208,3
1,1,1,200,-22.906847,-43.172896,6
2,1,1,500,36.7783,-119.4179,12
2,3,1,1000,32.7157,-117.1611,1
1,1,2,100,42.3601,-71.0589,3
1,1,2,200,-33.9248685,18.4240553,3
1,2,1,50,-22.906847,-43.172896,1
3,1,2,1000,-33.9248685,18.4240553,3
2,1,2,1000,30.2672,-97.7431,24
2,3,2,100,36.7783,-119.4179,6
1,1,2,50,35.2271,-80.8431,48
2,2,2,1000,41.9027835,12.4963655,6
