f,d,k,latency,latitude,longitude,pr_interval
1,1,1,100,47.6062,-122.3321,6
3,3,3,100,33.4484,-112.0740,1
2,1,1,500,30.4383,-84.2807,1
1,1,2,50,41.8781,-87.6298,3
1,2,1,500,30.2672,-97.7431,1
1,1,3,500,29.7604,-95.3698,1
1,2,1,50,42.3601,-71.0589,1
1,2,2,1000,47.6062,-122.3321,24
2,2,1,1000,33.4484,-112.0740,6
2,2,2,1000,36.7783,-119.4179,6
2,3,3,200,42.3601,-71.0589,3
2,2,1,50,39.7684,-86.1581,12
1,1,2,100,30.2672,-97.7431,1
1,1,2,100,42.3601,-71.0589,24
1,2,2,500,35.2271,-80.8431,1
1,1,2,200,33.7490,-84.3880,12
1,1,2,100,36.7783,-119.4179,3
2,2,2,100,25.7617,-80.1918,1
2,1,1,500,32.7157,-117.1611,1
2,2,3,200,30.2672,-97.7431,6
3,3,2,200,36.7783,-119.4179,12
1,1,1,200,41.8781,-87.6298,1
3,2,2,200,33.7490,-84.3880,3
2,1,1,100,37.7749295,-122.4194155,1
2,1,1,200,47.6062,-122.3321,1
1,3,2,50,32.7157,-117.1611,6
1,1,1,100,38.9072,-77.0369,3
2,1,2,500,37.7749295,-122.4194155,3
1,1,1,200,25.7617,-80.1918,1
1,2,2,100,47.6062,-122.3321,1
