f,d,k,latency,latitude,longitude,pr_interval
1,2,3,50,32.7157,-117.1611,1
3,1,3,200,19.4326077,-99.133208,24
1,1,3,100,32.7157,-117.1611,3
2,3,1,200,39.7684,-86.1581,48
2,2,1,100,35.2271,-80.8431,1
2,2,3,50,-34.6036844,-58.3815591,1
2,1,1,500,52.5200066,13.404954,3
1,1,3,200,-12.0464,-77.0428,3
1,1,2,50,-12.0464,-77.0428,1
1,2,1,200,-33.9248685,18.4240553,3
1,1,2,100,-22.906847,-43.172896,6
3,2,2,1000,-12.0464,-77.0428,6
3,1,2,1000,41.9027835,12.4963655,1
2,1,2,500,30.4383,-84.2807,3
1,1,3,1000,30.4383,-84.2807,1
3,1,1,1000,-6.2087634,106.845599,1
2,1,3,1000,52.5200066,13.404954,48
1,1,2,50,31.230416,121.473701,3
1,1,3,200,30.2672,-97.7431,1
2,1,2,200,41.9027835,12.4963655,6
1,1,1,50,55.7558,37.6176,1
2,1,2,1000,-33.9248685,18.4240553,6
2,1,1,50,33.4484,-112.0740,6
1,3,2,1000,51.5074,-0.1278,1
2,3,3,100,32.7157,-117.1611,3
2,2,1,100,-33.9248685,18.4240553,1
1,2,1,200,30.2672,-97.7431,48
1,3,3,100,-33.8688197,151.2092955,1
1,2,2,200,25.7617,-80.1918,3
1,2,2,50,51.5074,-0.1278,12
3,2,3,500,55.7558,37.6176,3
3,2,2,1000,-37.8136,144.9631,3
3,1,2,500,25.7617,-80.1918,1
1,1,2,500,40.712776,-74.005974,3
2,2,2,50,45.4642035,9.189982,12
1,2,2,200,55.6760968,12.5683372,48
2,1,2,1000,35.689487,139.691711,1
3,2,1,500,-22.906847,-43.172896,3
3,2,1,1000,28.6139,77.2090,1
2,1,2,200,42.3601,-71.0589,3
1,1,2,100,25.7617,-80.1918,6
1,1,1,100,45.4215,-75.6910,6
3,1,1,500,-12.0464,-77.0428,1
1,1,2,500,35.2271,-80.8431,6
2,1,2,500,40.712776,-74.005974,3
1,1,2,100,52.5200066,13.404954,24
1,1,3,500,34.0522,-118.2437,1
1,3,2,100,37.7749295,-122.4194155,1
1,1,1,200,48.8588443,2.2943506,6
2,2,2,50,51.5074,-0.1278,3
