f,d,k,latency,latitude,longitude,pr_interval
2,2,1,50,30.2672,-97.7431,6
3,1,3,200,36.7783,-119.4179,1
1,2,1,500,30.2672,-97.7431,3
1,2,1,50,42.3601,-71.0589,1
1,1,1,1000,40.712776,-74.005974,3
2,2,1,200,35.2271,-80.8431,1
3,2,1,200,29.7604,-95.3698,12
1,2,3,100,37.7749295,-122.4194155,1
2,2,3,1000,41.8781,-87.6298,24
1,1,1,1000,34.0522,-118.2437,6
1,2,1,1000,30.2672,-97.7431,1
1,2,1,100,38.9072,-77.0369,6
1,1,1,1000,38.9072,-77.0369,1
2,3,1,100,33.4484,-112.0740,1
1,1,1,1000,39.9612,-82.9988,6
1,1,2,1000,38.9072,-77.0369,3
1,1,3,200,34.7465,-92.2896,12
1,1,1,1000,38.9072,-77.0369,1
2,2,1,50,35.2271,-80.8431,1
3,1,1,50,34.0522,-118.2437,3
2,2,1,1000,34.7465,-92.2896,6
3,3,3,1000,42.3601,-71.0589,3
1,1,1,1000,34.0522,-118.2437,6
2,2,1,500,41.8781,-87.6298,1
2,1,3,500,35.2271,-80.8431,6
1,1,1,1000,47.6062,-122.3321,24
1,2,1,200,38.9072,-77.0369,6
2,2,1,500,41.8781,-87.6298,1
1,2,2,100,30.2672,-97.7431,24
1,2,2,1000,41.8781,-87.6298,1
2,3,1,1000,34.0522,-118.2437,3
1,2,2,1000,36.7783,-119.4179,3
1,2,1,100,35.2271,-80.8431,3
2,1,1,1000,36.7783,-119.4179,1
2,2,1,100,33.4484,-112.0740,3
3,3,1,1000,35.2271,-80.8431,6
1,2,2,200,30.4383,-84.2807,3
1,2,1,500,34.0522,-118.2437,1
2,1,3,1000,25.7617,-80.1918,24
1,2,3,50,34.0522,-118.2437,6
1,1,2,50,29.7604,-95.3698,48
3,1,2,200,25.7617,-80.1918,3
2,2,2,100,38.9072,-77.0369,1
1,2,3,500,42.3601,-71.0589,1
1,2,1,1000,25.7617,-80.1918,6
1,1,1,1000,37.7749295,-122.4194155,3
1,3,2,200,41.8781,-87.6298,24
1,1,1,1000,25.7617,-80.1918,3
3,1,3,500,25.7617,-80.1918,3
2,2,1,100,35.2271,-80.8431,6
