f,d,k,latency,latitude,longitude,pr_interval
1,1,2,500,39.9526,-75.1652,1
1,2,1,1000,31.230416,121.473701,6
3,2,1,500,45.4215,-75.6910,6
1,2,1,50,30.2672,-97.7431,24
3,2,1,200,-34.6036844,-58.3815591,6
1,3,1,500,32.7157,-117.1611,6
1,2,2,1000,47.6062,-122.3321,3
2,2,3,1000,40.712776,-74.005974,3
1,3,2,50,19.4326077,-99.133208,6
1,3,3,100,-37.8136,144.9631,3
2,1,2,500,29.7604,-95.3698,6
2,1,1,200,-33.9248685,18.4240553,1
2,3,2,1000,28.6139,77.2090,3
2,1,2,500,25.7617,-80.1918,3
3,2,3,100,33.4484,-112.0740,3
