f,d,k,latency,latitude,longitude,pr_interval
1,3,2,50,39.7684,-86.1581,48
3,1,1,500,42.3601,-71.0589,3
3,1,2,1000,37.7749295,-122.4194155,1
3,1,1,100,39.9612,-82.9988,1
1,1,3,1000,25.7617,-80.1918,1
1,1,2,100,34.7465,-92.2896,6
3,1,2,1000,36.7783,-119.4179,6
3,1,3,200,39.7684,-86.1581,6
3,3,2,50,33.4484,-112.0740,48
1,2,2,200,33.4484,-112.0740,3
2,2,2,200,38.9072,-77.0369,48
2,1,1,500,38.9072,-77.0369,3
2,1,2,100,25.7617,-80.1918,3
2,3,1,500,39.7684,-86.1581,3
2,1,3,200,33.7490,-84.3880,1
1,2,1,200,40.712776,-74.005974,48
1,1,1,200,40.712776,-74.005974,24
3,1,2,1000,34.7465,-92.2896,3
2,1,1,500,42.3601,-71.0589,1
1,1,1,1000,32.7157,-117.1611,3
1,1,1,1000,25.7617,-80.1918,1
2,1,3,200,35.2271,-80.8431,1
1,2,3,1000,41.8781,-87.6298,6
2,3,1,1000,25.7617,-80.1918,1
1,1,1,500,36.7783,-119.4179,3
1,1,3,1000,40.712776,-74.005974,6
3,3,2,200,39.9612,-82.9988,1
1,1,2,100,38.9072,-77.0369,6
2,3,1,50,25.7617,-80.1918,1
2,2,2,50,32.7157,-117.1611,3
