f,d,k,latency,latitude,longitude,pr_interval
3,1,2,200,38.9072,-77.0369,1
1,3,2,1000,37.566535,126.9779692,3
3,1,2,200,35.689487,139.691711,48
2,3,1,50,37.7749295,-122.4194155,48
2,1,2,50,39.9526,-75.1652,6
1,1,3,50,34.7465,-92.2896,3
3,1,1,100,30.4383,-84.2807,3
1,3,2,1000,28.6139,77.2090,6
1,3,1,200,43.65107,-79.347015,3
2,3,2,50,-33.8688197,151.2092955,1
1,1,2,1000,39.9612,-82.9988,3
1,2,3,1000,55.6760968,12.5683372,3
2,2,1,50,45.4642035,9.189982,12
2,1,1,100,55.6760968,12.5683372,3
1,1,1,50,28.6139,77.2090,1
1,2,1,100,39.9612,-82.9988,24
3,1,1,1000,-6.2087634,106.845599,3
2,1,2,50,55.6760968,12.5683372,3
1,1,1,100,39.9612,-82.9988,24
3,1,2,200,-37.8136,144.9631,6
3,1,2,1000,34.7465,-92.2896,6
2,2,1,100,34.0522,-118.2437,6
1,1,1,200,55.6760968,12.5683372,3
1,1,1,500,52.5200066,13.404954,1
2,1,3,200,31.230416,121.473701,3
1,3,3,100,52.5200066,13.404954,48
1,1,1,1000,-6.2087634,106.845599,3
2,1,1,100,34.7465,-92.2896,1
3,1,3,200,41.9027835,12.4963655,3
1,2,2,1000,34.0522,-118.2437,1
1,1,2,500,41.9027835,12.4963655,48
2,1,1,1000,35.2271,-80.8431,1
1,3,3,500,55.6760968,12.5683372,1
2,3,1,1000,42.3601,-71.0589,12
1,3,1,500,40.712776,-74.005974,6
1,3,2,200,51.509865,-0.118092,1
2,2,1,200,-22.906847,-43.172896,3
1,1,2,100,48.8566,2.3522,6
2,1,1,50,-22.906847,-43.172896,1
2,2,3,50,35.2271,-80.8431,6
2,1,2,1000,51.5074,-0.1278,3
2,1,3,500,41.9027835,12.4963655,3
3,2,1,200,48.8588443,2.2943506,3
1,1,1,500,34.7465,-92.2896,1
1,1,3,500,30.2672,-97.7431,48
2,1,1,500,30.2672,-97.7431,12
1,2,2,100,37.566535,126.9779692,1
1,2,2,50,48.8566,2.3522,3
2,1,1,200,30.2672,-97.7431,3
1,2,2,1000,-6.2087634,106.845599,6
