f,d,k,latency,latitude,longitude,pr_interval
1,2,1,1000,39.9526,-75.1652,6
3,2,1,100,36.7783,-119.4179,1
1,1,2,100,38.9072,-77.0369,3
1,3,2,500,41.8781,-87.6298,24
1,2,1,1000,37.7749295,-122.4194155,3
1,3,1,100,32.7157,-117.1611,1
2,2,3,500,39.7684,-86.1581,48
3,1,2,200,25.7617,-80.1918,1
1,2,2,1000,29.7604,-95.3698,1
1,1,1,500,25.7617,-80.1918,24
3,3,1,1000,47.6062,-122.3321,3
1,1,1,100,29.7604,-95.3698,1
1,1,2,500,36.7783,-119.4179,3
1,2,1,200,39.7684,-86.1581,12
1,2,1,100,34.0522,-118.2437,24
1,3,1,100,39.9526,-75.1652,24
1,1,1,200,42.3601,-71.0589,6
2,2,1,500,47.6062,-122.3321,6
1,1,2,1000,30.4383,-84.2807,24
3,2,1,1000,41.8781,-87.6298,1
