f,d,k,latency,latitude,longitude,pr_interval
2,2,1,500,-6.2087634,106.845599,48
1,1,3,500,41.9027835,12.4963655,3
1,1,1,100,39.7684,-86.1581,1
1,3,1,500,55.6760968,12.5683372,48
1,2,1,200,38.9072,-77.0369,3
1,1,3,100,34.7465,-92.2896,3
3,3,2,100,41.9027835,12.4963655,1
1,1,1,500,59.3293235,18.0685808,1
1,3,2,50,39.7684,-86.1581,3
1,2,1,1000,39.7684,-86.1581,6
2,2,1,100,37.7749295,-122.4194155,24
1,1,1,200,31.230416,121.473701,24
1,3,2,200,33.7490,-84.3880,24
3,2,1,50,39.9612,-82.9988,6
2,1,2,50,-34.6036844,-58.3815591,48
2,3,1,200,51.509865,-0.118092,48
1,3,3,500,39.9526,-75.1652,1
2,1,1,50,-22.906847,-43.172896,1
2,3,3,500,-12.0464,-77.0428,3
1,2,3,200,40.712776,-74.005974,1
3,2,2,1000,-6.2087634,106.845599,3
1,1,3,200,35.689487,139.691711,1
3,1,2,500,-22.906847,-43.172896,6
2,1,1,500,-22.906847,-43.172896,1
1,1,1,500,55.6760968,12.5683372,3
3,3,1,200,39.7684,-86.1581,1
2,3,1,1000,-6.2087634,106.845599,48
1,3,1,200,35.2271,-80.8431,24
1,2,2,500,36.7783,-119.4179,48
1,2,2,50,38.9072,-77.0369,3
1,2,1,500,-22.906847,-43.172896,3
1,2,1,100,-37.8136,144.9631,3
3,3,1,500,39.9612,-82.9988,48
3,3,2,200,25.7617,-80.1918,1
2,1,2,100,-6.2087634,106.845599,1
3,1,1,500,55.6760968,12.5683372,3
2,1,2,50,35.2271,-80.8431,1
1,2,2,50,25.7617,-80.1918,3
3,3,2,200,33.4484,-112.0740,24
1,2,1,1000,51.509865,-0.118092,12
1,3,3,100,31.230416,121.473701,3
2,1,1,200,41.8781,-87.6298,3
2,3,2,500,55.7558,37.6176,12
1,1,1,100,-22.906847,-43.172896,1
3,2,1,50,38.9072,-77.0369,24
2,1,1,50,48.8588443,2.2943506,3
1,3,2,500,-25.7461,28.1881,3
3,2,3,200,55.7558,37.6176,3
2,1,3,500,34.0522,-118.2437,6
1,1,1,100,37.7749295,-122.4194155,1
1,3,1,50,37.566535,126.9779692,24
2,3,1,100,38.9072,-77.0369,6
3,2,1,200,25.7617,-80.1918,1
1,2,2,50,52.5200066,13.404954,1
1,3,3,500,36.7783,-119.4179,3
1,2,2,100,55.6760968,12.5683372,1
2,2,1,50,19.4326077,-99.133208,3
3,3,2,500,48.8566,2.3522,3
2,3,2,50,39.7684,-86.1581,1
2,2,2,1000,-1.2921,36.8219,6
2,1,3,1000,51.509865,-0.118092,1
2,2,1,50,43.65107,-79.347015,3
3,2,2,500,55.7558,37.6176,1
3,1,2,500,51.509865,-0.118092,6
1,1,3,500,33.4484,-112.0740,1
2,1,2,1000,-1.2921,36.8219,1
1,2,3,500,-6.2087634,106.845599,6
1,3,3,500,-1.2921,36.8219,3
3,3,1,500,52.5200066,13.404954,12
2,1,1,50,-25.7461,28.1881,6
2,1,1,100,51.5074,-0.1278,1
2,1,2,200,-34.6036844,-58.3815591,3
1,2,1,200,59.3293235,18.0685808,1
1,3,1,1000,40.712776,-74.005974,1
1,1,2,1000,-33.9248685,18.4240553,1
1,2,1,200,29.7604,-95.3698,3
1,1,2,100,28.6139,77.2090,1
2,2,3,50,42.3601,-71.0589,1
2,1,1,1000,55.7558,37.6176,12
1,2,1,50,52.5200066,13.404954,3
3,1,1,200,52.5200066,13.404954,48
3,1,3,1000,39.7684,-86.1581,3
3,1,1,200,29.7604,-95.3698,6
1,1,1,500,48.8588443,2.2943506,3
1,2,1,1000,52.5200066,13.404954,1
1,1,1,500,39.9526,-75.1652,6
3,3,1,1000,30.2672,-97.7431,1
1,1,2,500,25.7617,-80.1918,3
2,3,1,500,41.9027835,12.4963655,1
1,3,2,50,29.7604,-95.3698,1
1,2,1,50,47.6062,-122.3321,3
1,3,3,1000,35.689487,139.691711,1
3,3,3,1000,55.6760968,12.5683372,48
2,2,3,1000,34.0522,-118.2437,6
3,3,1,200,48.8588443,2.2943506,48
1,2,2,100,28.6139,77.2090,48
2,2,3,1000,55.7558,37.6176,1
2,3,2,200,-37.8136,144.9631,6
2,1,1,50,30.4383,-84.2807,1
1,2,3,100,39.9612,-82.9988,6
