f,d,k,latency,latitude,longitude,pr_interval
3,2,2,500,33.7490,-84.3880,1
2,2,2,1000,36.7783,-119.4179,3
2,1,1,1000,33.7490,-84.3880,6
3,1,1,100,42.3601,-71.0589,12
1,3,2,1000,25.7617,-80.1918,1
1,2,1,50,47.6062,-122.3321,1
1,2,3,1000,34.7465,-92.2896,3
3,2,1,200,25.7617,-80.1918,3
2,3,2,1000,29.7604,-95.3698,6
1,1,2,200,36.7783,-119.4179,1
1,1,3,200,30.2672,-97.7431,1
1,2,1,500,42.3601,-71.0589,3
2,1,2,500,38.9072,-77.0369,6
1,1,1,50,40.712776,-74.005974,12
1,3,1,100,32.7157,-117.1611,6
