f,d,k,latency,latitude,longitude,pr_interval
1,1,1,200,-25.7461,28.1881,12
2,1,3,50,39.7684,-86.1581,24
1,1,1,1000,34.0522,-118.2437,3
1,2,1,50,47.6062,-122.3321,6
3,1,1,1000,35.2271,-80.8431,1
1,2,3,1000,39.9612,-82.9988,24
1,2,1,1000,37.7749295,-122.4194155,1
1,1,2,500,-34.6036844,-58.3815591,6
2,1,1,100,37.566535,126.9779692,1
1,2,2,1000,35.689487,139.691711,1
2,2,1,50,41.8781,-87.6298,6
2,2,2,100,43.65107,-79.347015,6
1,1,2,200,34.0522,-118.2437,6
1,3,2,50,28.6139,77.2090,1
3,1,1,500,34.0522,-118.2437,3
3,3,1,50,30.4383,-84.2807,48
1,2,2,500,59.3293235,18.0685808,1
1,1,1,100,52.5200066,13.404954,1
2,3,1,500,40.712776,-74.005974,48
1,1,2,500,29.7604,-95.3698,3
3,2,1,100,28.6139,77.2090,24
1,2,1,500,51.5074,-0.1278,3
3,2,3,500,28.6139,77.2090,3
1,1,3,100,-12.0464,-77.0428,6
2,3,1,500,45.4642035,9.189982,1
3,1,1,50,37.7749295,-122.4194155,6
1,1,2,100,51.5074,-0.1278,6
3,2,1,500,-6.2087634,106.845599,3
1,1,3,200,55.6760968,12.5683372,6
1,1,2,100,47.6062,-122.3321,3
2,2,1,50,34.7465,-92.2896,1
3,2,3,50,25.7617,-80.1918,1
1,1,3,100,35.689487,139.691711,24
2,2,2,200,41.9027835,12.4963655,6
1,1,1,50,48.8588443,2.2943506,6
3,2,2,500,-1.2921,36.8219,12
2,1,1,100,45.4642035,9.189982,6
1,1,3,500,-6.2087634,106.845599,3
2,1,2,200,-1.2921,36.8219,1
1,2,1,100,51.509865,-0.118092,3
1,1,1,500,-34.6036844,-58.3815591,6
1,2,3,500,-22.906847,-43.172896,6
1,2,1,200,28.6139,77.2090,24
2,3,1,500,45.4215,-75.6910,6
2,3,2,50,19.4326077,-99.133208,1
2,1,1,100,36.7783,-119.4179,3
1,2,3,1000,45.4215,-75.6910,12
3,1,1,1000,55.7558,37.6176,1
2,1,2,200,-6.2087634,106.845599,6
2,1,2,200,52.5200066,13.404954,1
