f,d,k,latency,latitude,longitude,pr_interval
1,1,3,200,34.0522,-118.2437,3
1,3,3,50,25.7617,-80.1918,1
3,1,3,100,36.7783,-119.4179,6
3,1,3,50,39.9526,-75.1652,1
2,1,1,100,39.9612,-82.9988,6
3,2,1,200,41.8781,-87.6298,1
2,3,1,50,32.7157,-117.1611,3
2,1,3,50,41.8781,-87.6298,12
1,1,1,500,29.7604,-95.3698,1
3,3,1,1000,34.7465,-92.2896,1
1,2,3,500,42.3601,-71.0589,1
3,1,3,100,36.7783,-119.4179,6
2,3,2,100,34.0522,-118.2437,24
1,1,1,500,42.3601,-71.0589,6
2,1,1,200,34.0522,-118.2437,1
