f,d,k,latency,latitude,longitude,pr_interval
2,1,3,1000,41.8781,-87.6298,24
2,2,3,1000,29.7604,-95.3698,6
2,1,2,50,30.4383,-84.2807,6
2,2,2,1000,33.4484,-112.0740,48
3,2,1,100,41.8781,-87.6298,6
2,3,2,200,39.9612,-82.9988,6
2,2,2,100,47.6062,-122.3321,48
2,1,1,100,29.7604,-95.3698,3
2,2,3,1000,30.2672,-97.7431,48
3,2,1,1000,39.9526,-75.1652,6
1,1,2,200,42.3601,-71.0589,6
3,1,3,100,39.9612,-82.9988,6
2,3,3,50,42.3601,-71.0589,3
2,2,2,500,30.4383,-84.2807,6
1,2,1,50,40.712776,-74.005974,3
2,1,1,50,39.9526,-75.1652,6
1,1,1,200,29.7604,-95.3698,6
1,3,1,1000,37.7749295,-122.4194155,1
1,2,1,1000,32.7157,-117.1611,6
3,3,2,100,39.9612,-82.9988,3
3,1,3,50,25.7617,-80.1918,6
2,2,3,1000,37.7749295,-122.4194155,3
1,3,1,1000,39.7684,-86.1581,1
1,3,3,200,34.7465,-92.2896,6
2,3,2,100,30.2672,-97.7431,1
2,1,3,100,33.4484,-112.0740,1
3,2,1,50,36.7783,-119.4179,3
1,2,1,100,34.7465,-92.2896,1
1,1,1,100,37.7749295,-122.4194155,3
1,1,2,1000,30.2672,-97.7431,1
