f,d,k,latency,latitude,longitude,pr_interval
2,1,2,100,38.9072,-77.0369,1
1,2,2,50,30.4383,-84.2807,6
2,1,1,1000,36.7783,-119.4179,3
3,1,1,1000,39.9526,-75.1652,3
2,2,3,100,30.4383,-84.2807,6
2,3,2,100,34.0522,-118.2437,1
1,2,1,1000,34.0522,-118.2437,6
1,3,2,200,42.3601,-71.0589,3
1,1,1,50,30.2672,-97.7431,6
1,1,2,500,33.7490,-84.3880,24
1,2,1,100,39.9526,-75.1652,48
3,1,1,50,41.8781,-87.6298,12
3,1,1,100,30.2672,-97.7431,6
1,1,3,50,30.2672,-97.7431,12
2,2,1,100,30.4383,-84.2807,3
1,1,2,200,30.4383,-84.2807,3
2,2,3,50,25.7617,-80.1918,1
2,3,2,200,33.4484,-112.0740,1
1,1,1,1000,47.6062,-122.3321,12
1,2,3,50,25.7617,-80.1918,1
3,1,3,200,41.8781,-87.6298,24
1,1,3,100,25.7617,-80.1918,3
2,3,1,200,35.2271,-80.8431,48
2,2,1,100,39.9612,-82.9988,1
2,2,3,50,32.7157,-117.1611,1
2,1,1,500,33.4484,-112.0740,3
1,1,3,200,30.2672,-97.7431,3
1,2,1,50,47.6062,-122.3321,12
2,1,2,100,29.7604,-95.3698,1
1,2,3,50,25.7617,-80.1918,1
2,3,2,100,36.7783,-119.4179,24
1,2,1,200,33.7490,-84.3880,3
1,2,2,100,29.7604,-95.3698,1
2,2,3,100,29.7604,-95.3698,12
1,3,3,1000,29.7604,-95.3698,48
2,1,3,1000,33.4484,-112.0740,48
1,1,2,50,33.4484,-112.0740,3
1,1,3,200,36.7783,-119.4179,1
2,1,2,200,29.7604,-95.3698,6
1,1,1,50,33.7490,-84.3880,1
2,1,2,1000,32.7157,-117.1611,6
2,1,1,50,42.3601,-71.0589,6
1,3,2,1000,33.7490,-84.3880,1
2,3,3,100,25.7617,-80.1918,3
2,2,1,100,32.7157,-117.1611,1
1,2,1,200,36.7783,-119.4179,48
1,3,3,100,34.0522,-118.2437,1
1,2,2,200,39.7684,-86.1581,3
1,2,2,50,33.7490,-84.3880,12
3,2,3,500,33.7490,-84.3880,3
