f,d,k,latency,latitude,longitude,pr_interval
1,1,2,1000,34.0522,-118.2437,1
1,3,2,50,35.2271,-80.8431,6
2,2,1,500,34.7465,-92.2896,1
1,1,1,50,34.7465,-92.2896,1
3,3,1,1000,40.712776,-74.005974,1
1,1,1,500,42.3601,-71.0589,1
2,1,1,50,30.4383,-84.2807,48
3,3,3,100,38.9072,-77.0369,3
1,2,3,200,34.0522,-118.2437,3
2,1,1,50,33.4484,-112.0740,3
1,2,1,50,39.7684,-86.1581,3
1,1,1,1000,39.7684,-86.1581,1
1,1,1,1000,30.2672,-97.7431,1
3,2,1,200,34.7465,-92.2896,3
2,1,3,1000,32.7157,-117.1611,48
1,1,2,100,30.4383,-84.2807,1
1,3,3,50,38.9072,-77.0369,48
1,3,2,200,41.8781,-87.6298,24
1,2,1,500,37.7749295,-122.4194155,3
1,3,1,50,32.7157,-117.1611,1
