f,d,k,latency,latitude,longitude,pr_interval
2,1,1,50,38.9072,-77.0369,3
1,2,1,1000,31.230416,121.473701,6
1,1,1,200,28.6139,77.2090,24
1,3,2,500,45.4215,-75.6910,1
1,3,3,1000,31.230416,121.473701,3
1,2,3,100,-33.9248685,18.4240553,6
1,1,2,200,45.4642035,9.189982,1
1,2,1,100,-22.906847,-43.172896,6
1,2,2,200,28.6139,77.2090,3
3,1,1,500,36.7783,-119.4179,3
1,2,2,50,34.0522,-118.2437,6
1,1,1,200,45.4215,-75.6910,1
2,1,1,50,31.230416,121.473701,48
1,1,1,200,37.566535,126.9779692,6
1,2,1,1000,19.4326077,-99.133208,48
2,1,1,200,29.7604,-95.3698,3
1,1,1,50,-1.2921,36.8219,6
2,1,1,200,48.8566,2.3522,3
2,2,1,200,37.566535,126.9779692,1
2,2,1,50,-6.2087634,106.845599,48
3,3,2,50,48.8566,2.3522,1
3,1,1,500,19.4326077,-99.133208,6
1,2,2,200,36.7783,-119.4179,3
1,2,3,50,-6.2087634,106.845599,1
1,2,2,200,34.7465,-92.2896,6
1,1,2,50,38.9072,-77.0369,6
1,2,2,1000,51.509865,-0.118092,3
1,2,1,100,55.6760968,12.5683372,6
1,2,1,100,47.6062,-122.3321,12
2,3,2,1000,-33.8688197,151.2092955,24
1,2,2,1000,32.7157,-117.1611,3
2,2,1,100,48.8588443,2.2943506,1
1,2,1,50,35.2271,-80.8431,6
2,2,3,1000,59.3293235,18.0685808,6
1,1,1,200,34.7465,-92.2896,6
1,1,1,1000,-34.6036844,-58.3815591,1
1,1,3,200,-6.2087634,106.845599,1
1,1,3,100,30.4383,-84.2807,1
1,1,3,1000,39.9526,-75.1652,3
1,1,3,1000,59.3293235,18.0685808,48
3,1,2,1000,55.6760968,12.5683372,48
1,1,3,50,33.4484,-112.0740,24
1,3,1,200,51.509865,-0.118092,1
2,3,2,500,-37.8136,144.9631,1
1,3,3,1000,37.566535,126.9779692,6
2,1,1,100,48.8566,2.3522,1
3,2,1,100,38.9072,-77.0369,3
1,1,2,500,31.230416,121.473701,1
2,1,1,1000,39.7684,-86.1581,1
3,1,3,50,34.0522,-118.2437,1
1,1,2,1000,45.4642035,9.189982,6
1,1,1,100,25.7617,-80.1918,3
3,2,1,1000,-6.2087634,106.845599,6
3,1,2,500,32.7157,-117.1611,1
1,1,1,50,-6.2087634,106.845599,12
1,1,1,1000,48.8588443,2.2943506,1
1,1,2,200,45.4215,-75.6910,6
1,1,1,1000,42.3601,-71.0589,3
1,1,1,100,-34.6036844,-58.3815591,3
1,2,3,1000,37.7749295,-122.4194155,1
1,1,1,200,19.4326077,-99.133208,3
2,2,1,100,51.509865,-0.118092,1
1,2,2,200,-37.8136,144.9631,1
1,1,3,50,39.7684,-86.1581,3
1,1,1,200,33.4484,-112.0740,1
1,2,1,200,-22.906847,-43.172896,1
1,2,1,500,39.9612,-82.9988,1
1,2,1,500,41.9027835,12.4963655,6
3,3,1,200,33.4484,-112.0740,6
1,1,2,200,59.3293235,18.0685808,6
3,1,1,100,-37.8136,144.9631,24
1,1,1,500,36.7783,-119.4179,3
1,1,2,200,41.9027835,12.4963655,3
1,1,1,500,33.4484,-112.0740,1
1,2,2,500,51.5074,-0.1278,3
3,1,1,100,32.7157,-117.1611,12
2,2,2,1000,39.7684,-86.1581,3
2,2,1,50,48.8566,2.3522,3
3,2,2,100,28.6139,77.2090,6
1,1,1,100,51.509865,-0.118092,1
1,2,2,50,35.689487,139.691711,1
1,1,1,500,41.9027835,12.4963655,1
2,2,1,100,35.689487,139.691711,1
3,1,1,100,32.7157,-117.1611,6
3,1,3,200,35.689487,139.691711,3
3,1,3,50,36.7783,-119.4179,6
2,1,1,200,41.9027835,12.4963655,1
1,1,1,1000,30.2672,-97.7431,1
1,1,2,100,39.9612,-82.9988,6
3,1,2,200,42.3601,-71.0589,3
3,3,1,50,41.9027835,12.4963655,1
1,3,1,100,35.2271,-80.8431,6
1,1,2,500,-1.2921,36.8219,24
2,2,3,200,33.7490,-84.3880,24
2,1,3,500,52.5200066,13.404954,1
1,1,2,100,37.566535,126.9779692,3
2,2,1,500,31.230416,121.473701,1
3,2,2,50,28.6139,77.2090,24
2,2,1,500,32.7157,-117.1611,6
1,1,1,500,45.4642035,9.189982,6
